node,x,y
2069,-1301.857000,868.139000
4285,-1058.847000,-869.648000
2939,193.189000,-1670.295000
2563,-940.034000,-1469.228000
380,-672.243000,-866.639000
2677,-1522.040000,-611.927000
3732,-1143.809000,89.100000
3286,-439.074000,-1720.796000
2846,-677.557000,432.398000
4119,-58.044000,-736.432000
1091,-882.703000,1039.374000
2616,-320.325000,-1067.801000
2453,1044.851000,395.423000
607,375.940000,581.730000
1566,256.652000,-1375.597000
1793,-361.605000,37.844000
4586,-448.426000,-467.820000
5221,-1292.833000,90.982000
4161,789.291000,-810.506000
5424,-97.938000,716.413000
3099,1174.673000,-1080.571000
2931,248.319000,-1152.222000
1324,-1219.695000,-532.421000
5520,213.358000,682.400000
1652,790.809000,-903.358000
591,1095.745000,-376.249000
486,76.123000,1421.588000
2275,1262.095000,-25.002000
1694,150.238000,-415.015000
3168,-1292.589000,-157.372000
5542,-862.879000,1303.695000
3832,-364.270000,-998.364000
2581,221.071000,-184.358000
112,-1251.332000,807.746000
4412,-72.657000,958.365000
4897,-416.163000,-222.094000
1241,-222.919000,-1252.985000
4053,-1559.693000,-91.146000
2657,1344.397000,-721.828000
2618,89.986000,-1262.290000
251,-686.567000,-1361.737000
1201,301.794000,607.216000
4669,-1299.562000,-1045.519000
4682,959.691000,-505.189000
3638,1117.577000,-896.488000
755,-636.354000,804.496000
231,-1348.443000,-30.149000
2497,594.334000,132.848000
4896,863.175000,-615.596000
106,-641.737000,-385.410000
2904,-889.340000,-1031.878000
5169,790.508000,1291.991000
4318,811.537000,234.380000
2251,-370.033000,969.598000
3597,-33.405000,1528.214000
2726,1357.923000,527.359000
1862,1414.279000,-619.546000
3320,1023.006000,405.431000
3138,147.486000,1042.397000
4735,-1264.832000,-1085.409000
2784,66.510000,-1503.379000
5396,917.865000,-844.264000
4252,372.384000,-1552.705000
4881,232.674000,-1285.545000
5540,1450.316000,-229.924000
1513,-543.265000,365.555000
2024,938.085000,-628.653000
3901,-1625.870000,-545.299000
177,-11.103000,-636.086000
1611,-791.336000,212.183000
1204,-1031.362000,-1088.575000
35,-124.273000,-1469.605000
2602,1316.080000,148.083000
4951,401.199000,604.588000
3474,1090.196000,-720.758000
2075,-552.903000,-71.659000
4692,-932.271000,-895.978000
68,-1350.562000,-426.953000
25,-398.297000,-1533.019000
3952,790.477000,-1213.323000
3921,662.575000,-1594.736000
2988,-543.417000,-969.482000
1231,1056.651000,-1019.944000
1961,962.789000,-639.768000
3376,250.701000,-1752.787000
3996,-1026.168000,1042.516000
1551,-931.599000,-905.105000
2099,140.204000,-1711.275000
1041,1191.734000,-1064.881000
3591,43.278000,987.771000
2244,-76.026000,993.209000
2238,511.313000,-1019.825000
2139,-423.271000,152.898000
5454,-119.830000,-10.599000
2760,-201.803000,1297.891000
3110,444.917000,1424.310000
4847,120.990000,-694.659000
1405,-1558.813000,-511.921000
2586,687.709000,365.789000
2821,-1004.149000,1185.905000
104,440.106000,-1010.962000
3422,-1332.689000,312.035000
5488,-344.062000,-565.685000
242,-690.965000,728.850000
4827,382.883000,-499.510000
2688,306.396000,1099.145000
2378,13.178000,1537.372000
3023,886.531000,-1260.879000
4402,191.098000,-506.387000
3546,-279.250000,-429.661000
1199,-1516.612000,491.934000
2461,744.269000,-246.354000
2006,531.771000,424.857000
2115,-1290.426000,902.832000
4804,88.612000,-305.108000
1297,1425.718000,198.807000
2960,-979.912000,-915.139000
1035,1224.778000,761.469000
116,187.379000,557.928000
1075,280.247000,847.028000
2490,-1256.773000,-141.753000
2080,154.239000,997.510000
1212,-224.522000,-1761.262000
70,504.544000,-1642.399000
5490,-1109.900000,-1421.065000
4433,1122.270000,-535.178000
263,664.832000,1333.082000
5477,-344.521000,-1002.759000
3987,564.393000,-1517.211000
3923,1063.245000,-558.490000
1986,-290.460000,-1676.755000
5368,188.441000,-560.869000
624,-826.185000,-913.232000
5364,-89.172000,-1697.822000
2216,-1487.344000,674.892000
2799,651.700000,486.928000
172,161.563000,1234.198000
5147,-1180.158000,38.812000
3022,-1185.359000,198.657000
796,-659.802000,-1129.901000
2757,977.320000,-941.859000
4517,123.064000,805.919000
2972,777.704000,-1223.349000
452,1541.070000,-180.660000
2524,-324.767000,182.351000
597,-1261.294000,-401.702000
3690,449.749000,-1568.104000
396,-511.720000,1000.773000
3180,126.908000,-1079.206000
2480,-941.807000,544.759000
2112,1523.297000,318.912000
3015,-572.074000,-1063.737000
5115,-869.674000,371.250000
2370,-841.247000,136.204000
2479,1208.728000,90.595000
3116,1238.454000,-1096.813000
