source,target,weight
3582,5254,0.35219
3582,5310,0.24941
3582,5365,0.45012
3582,5591,0.30346
3582,5596,0.50247
3582,5709,0.28514
3582,5818,0.21213
3582,5910,0.50576
3582,5982,0.3876
3582,6062,0.21213
3582,6227,0.37258
3584,5016,0.20885
3586,5397,0.27899
3586,5790,0.21215
3586,6141,0.22703
3587,4354,0.23577
3587,4514,0.29452
3587,4886,0.34012
3588,3716,0.29829
3588,3753,0.27407
3588,3876,0.22725
3588,3997,0.33578
3588,4031,0.44208
3588,4264,0.22399
3588,4405,0.20881
3588,5062,0.24169
3588,5251,0.25557
3588,5419,0.22399
3588,5505,0.30386
3588,5759,0.28783
3588,5841,0.21879
3588,5938,0.20242
3589,4413,0.34605
3589,4637,0.22399
3589,4688,0.24331
3589,4878,0.24101
3589,5720,0.22725
3589,6149,0.26607
3590,3709,0.20166
3590,3811,0.20982
3590,3844,0.28129
3590,3930,0.2635
3590,3953,0.22347
3590,4006,0.2344
3590,4075,0.2949
3590,4114,0.39724
3590,4182,0.20849
3590,4221,0.30867
3590,4284,0.28701
3590,4386,0.20799
3590,4459,0.24024
3590,4593,0.37258
3590,4634,0.32648
3590,4689,0.282
3590,4696,0.31422
3590,4903,0.24458
3590,4994,0.27937
3590,5057,0.3276
3590,5145,0.30067
3590,5245,0.22433
3590,5253,0.24317
3590,5272,0.25491
3590,5307,0.32852
3590,5351,0.35219
3590,5409,0.20043
3590,5490,0.30783
3590,5494,0.42458
3590,5518,0.4067
3590,5665,0.40797
3590,5699,0.28959
3590,5859,0.22622
3590,5869,0.22872
3590,5885,0.38157
3590,5901,0.25634
3590,5982,0.25227
3590,6051,0.56059
3590,6118,0.26636
3590,6188,0.24681
3590,6227,0.37258
3591,3905,0.31594
3591,4120,0.22012
3591,4254,0.29452
3591,4569,0.28707
3591,4661,0.22725
3591,5208,0.43286
3592,5644,0.25334
3592,5785,0.21172
3592,5981,0.41703
3592,5986,0.23012
3595,5595,0.27906
3595,5898,0.29686
3595,5935,0.20296
3595,6095,0.20498
3596,3864,0.59084
3597,4129,0.27619
3597,4461,0.25814
3597,5059,0.28014
3597,5217,0.22261
3597,5252,0.25953
3599,3701,0.24442
3599,3909,0.21457
3599,4271,0.28774
3599,4622,0.54132
3599,5143,0.25433
3599,5576,0.22976
3599,5710,0.31352
3599,5884,0.20193
3599,5924,0.34574
3600,3669,0.36377
3600,5005,0.2087
3601,4686,0.22035
3601,4858,0.29099
3601,4929,0.21523
3604,5184,0.4123
3604,5765,0.24187
3605,3638,0.21392
3605,3882,0.20587
3605,4577,0.24365
3605,4787,0.21196
3605,4816,0.24252
3605,4928,0.26917
3605,5261,0.20998
3605,5358,0.27857
3605,5489,0.23512
3605,5734,0.28448
3605,5915,0.26378
3606,3968,0.22445
3606,6035,0.20707
3607,3712,0.20913
3607,3836,0.21007
3607,4104,0.20023
3607,5379,0.23067
3607,5489,0.29064
3607,5689,0.2146
3607,6083,0.20667
3608,3907,0.21555
3608,4116,0.21213
3608,5506,0.20178
3608,5620,0.36122
3608,5766,0.23466
3608,5996,0.43286
3608,6120,0.20158
3609,3894,0.25736
3609,5771,0.20804
3609,6064,0.26213
3610,3639,0.47649
3610,3848,0.20576
3610,3926,0.31415
3610,4215,0.24316
3610,4294,0.21197
3610,4363,0.22503
3610,4373,0.21728
3610,4395,0.36997
3610,4528,0.21268
3610,4562,0.61233
3610,4743,0.231
3610,4848,0.46241
3610,4888,0.32378
3610,4912,0.27557
3610,4955,0.26862
3610,5018,0.27848
3610,5025,0.41443
3610,5036,0.36164
3610,5206,0.32262
3610,5329,0.20165
3610,5378,0.35158
3610,5652,0.21572
3610,5826,0.24328
3610,5908,0.21191
3610,5955,0.27659
3610,6092,0.22399
3610,6191,0.30221
3612,3933,0.23389
3612,4257,0.28084
3612,4285,0.22959
3612,4380,0.25275
3612,4423,0.26647
3612,4443,0.26952
3612,4560,0.29723
3612,4586,0.21207
3612,4807,0.27237
3612,4911,0.20215
3612,5040,0.36284
3612,5086,0.29112
3612,5190,0.2542
3612,5215,0.36688
3612,5333,0.2335
3612,5493,0.20224
3612,6078,0.29578
3612,6143,0.22948
3613,5196,0.29557
3613,5585,0.21973
3613,5887,0.2107
3614,5053,0.3192
3614,5783,0.20167
3614,6130,0.24777
3615,3957,0.22833
3615,5547,0.25045
3616,4423,0.2005
3616,4586,0.23601
3616,4602,0.29475
3616,4686,0.20967
3616,4774,0.3834
3616,4858,0.26669
3616,4911,0.23113
3616,4991,0.25083
3616,5064,0.25897
3616,5086,0.26614
3616,5192,0.20688
3616,5202,0.42903
3616,5484,0.23534
3616,5737,0.25386
3616,5878,0.38747
3616,6002,0.2129
3616,6111,0.20246
3616,6112,0.3093
3618,3989,0.21001
3618,6212,0.22233
3619,3794,0.22453
3619,3848,0.27869
3619,3950,0.43347
3619,4098,0.23105
3619,4189,0.32713
3619,4223,0.34742
3619,4507,0.22553
3619,4659,0.2855
3619,5096,0.26607
3619,5437,0.28783
3619,5825,0.23927
3619,5925,0.26732
3619,6032,0.23323
3619,6224,0.22845
3620,4356,0.66093
3620,4780,0.48202
3620,4818,0.28606
3620,5450,0.34586
3620,6137,0.53467
3622,4448,0.24272
3624,3648,0.25568
3628,4202,0.24351
3628,5140,0.22428
3628,5411,0.4411
3628,6136,0.22724
3631,3700,0.20252
3631,3832,0.26213
3631,4038,0.22205
3631,5059,0.28658
3631,5514,0.45012
3632,4312,0.21416
3632,4653,0.20808
3632,4730,0.20493
3632,4772,0.20367
3632,4793,0.31084
3632,4835,0.41906
3632,4938,0.24299
3632,5570,0.27367
3632,5795,0.24282
3632,5836,0.25973
3633,4221,0.23437
3633,4866,0.2663
3633,5253,0.2132
3633,5272,0.20364
3633,5597,0.38253
3633,6185,0.22725
3633,6188,0.23276
3633,6216,0.24221
3634,5084,0.25759
3636,5915,0.26537
3636,5932,0.33578
3637,3973,0.22746
3637,4466,0.25271
3637,4571,0.30212
3637,4822,0.25398
3637,4917,0.31145
3637,5108,0.24764
3637,5211,0.22669
3637,5260,0.25344
3637,5685,0.22478
3637,5890,0.31871
3637,5905,0.20578
3637,5980,0.29953
3638,3882,0.20967
3638,4293,0.25102
3638,5358,0.2196
3638,5915,0.39172
3639,3731,0.23183
3639,3848,0.26884
3639,3926,0.38186
3639,3934,0.20936
3639,4022,0.21634
3639,4155,0.24746
3639,4215,0.26107
3639,4227,0.22074
3639,4239,0.20175
3639,4294,0.24741
3639,4363,0.28715
3639,4373,0.2492
3639,4395,0.37828
3639,4562,0.46119
3639,4676,0.23894
3639,4743,0.38547
3639,4848,0.47048
3639,4888,0.3138
3639,4907,0.20566
3639,4912,0.34179
3639,4923,0.21061
3639,4955,0.31749
3639,4971,0.25234
3639,5018,0.35887
3639,5025,0.25186
3639,5036,0.26427
3639,5206,0.40212
3639,5378,0.44944
3639,5649,0.25515
3639,5652,0.21067
3639,5742,0.21429
3639,5826,0.30012
3639,5862,0.22035
3639,5908,0.25583
3639,5955,0.22329
3639,6191,0.22718
3640,4772,0.39608
3640,5932,0.27619
3640,6088,0.20898
3642,4129,0.24941
3642,4329,0.29335
3642,4455,0.35262
3642,4605,0.25751
3642,4869,0.28439
3642,5153,0.33724
3642,5195,0.34669
3642,5217,0.27341
3642,5326,0.36483
3642,5905,0.21561
3642,5966,0.22725
3642,6135,0.31949
3643,3710,0.24247
3643,3791,0.24589
3643,3821,0.29038
3643,3854,0.28018
3643,4022,0.26366
3643,4083,0.20331
3643,4226,0.57281
3643,4300,0.30039
3643,4352,0.6063
3643,4521,0.22761
3643,4561,0.20642
3643,4579,0.24374
3643,4609,0.59219
3643,4646,0.2231
3643,4722,0.20014
3643,4836,0.27681
3643,4842,0.3867
3643,4907,0.31951
3643,4915,0.24779
3643,5090,0.25157
3643,5099,0.20592
3643,5367,0.26469
3643,5557,0.39638
3643,5930,0.24796
3643,5995,0.22927
3643,6031,0.31903
3643,6040,0.27918
3643,6092,0.26555
3644,5938,0.22399
3646,4082,0.22298
3646,4130,0.22354
3646,4150,0.20925
3646,4603,0.20141
3646,5047,0.23831
3646,5239,0.20434
3646,5457,0.22832
3649,4296,0.28983
3649,4494,0.2166
3649,5097,0.2028
3650,3713,0.31702
3650,4561,0.20122
3650,6123,0.25314
3651,4942,0.27851
3651,5730,0.38411
3651,6068,0.23588
3652,4106,0.20505
3653,4391,0.35191
3653,5800,0.2354
3653,6120,0.21103
3654,4328,0.20201
3654,4336,0.20927
3654,5106,0.20046
3654,5300,0.25518
3654,5483,0.20236
3656,3688,0.52313
3656,3926,0.23483
3656,3934,0.52098
3656,4155,0.26765
3656,4848,0.21054
3656,5206,0.21313
3656,5378,0.28983
3657,3662,0.28671
3657,3921,0.23856
3657,3958,0.25337
3657,4029,0.20532
3657,4544,0.30459
3657,4546,0.27083
3657,4580,0.2828
3657,5032,0.20823
3657,5110,0.20729
3657,5561,0.50013
3657,5662,0.50241
3657,5825,0.20327
3657,5919,0.35219
3657,5978,0.20175
3657,6138,0.2173
3658,4164,0.20224
3658,6211,0.20844
3659,4430,0.2423
3661,4036,0.26213
3661,4069,0.21166
3661,4351,0.27341
3661,4435,0.22719
3661,4531,0.20749
3661,5001,0.30386
3661,5221,0.2786
3661,5374,0.2998
3661,5463,0.35262
3661,5756,0.28983
3661,5819,0.20994
3661,5898,0.25603
3661,5933,0.48011
3661,5935,0.33828
3661,6126,0.22955
3662,3759,0.2102
3662,3958,0.74805
3662,4306,0.2073
3662,4317,0.20946
3662,4454,0.33344
3662,4803,0.21832
3662,5186,0.201
3662,5654,0.5287
3662,5662,0.21688
3662,5864,0.20984
3662,5919,0.20584
3664,3900,0.27732
3664,4680,0.20518
3665,6054,0.22152
3669,5005,0.47531
3669,5745,0.31283
3671,4421,0.21927
3671,5411,0.20511
3672,3900,0.23577
3672,4004,0.23415
3672,4132,0.44208
3672,4806,0.26073
3672,5127,0.2107
3672,5197,0.24957
3672,5326,0.25211
3672,5738,0.20584
3672,5748,0.44901
3672,5829,0.28538
3672,6065,0.45012
3672,6170,0.44446
3673,3933,0.27199
3673,4547,0.27984
3673,5260,0.20154
3674,3805,0.20692
3674,4313,0.20566
3674,4409,0.46902
3674,4614,0.30995
3674,4686,0.33055
3674,4716,0.41328
3674,4858,0.38238
3674,4876,0.41047
3674,4921,0.3425
3674,4929,0.36455
3674,5072,0.32111
3674,5086,0.24027
3674,5270,0.31892
3674,5323,0.25697
3674,5471,0.4157
3674,5959,0.22996
3674,5998,0.28833
3674,6010,0.21703
3675,5647,0.33511
3675,5670,0.2412
3676,4119,0.24821
3677,4430,0.23342
3677,4753,0.20526
3678,6140,0.44021
3679,4551,0.23685
3679,6026,0.37058
3680,5382,0.2033
3680,6101,0.21879
3681,4202,0.23116
3681,5411,0.20699
3681,5520,0.21167
3684,4599,0.21115
3684,5035,0.21916
3684,5941,0.2417
3684,6187,0.20752
3684,6225,0.25866
3685,5366,0.22414
3687,4391,0.21177
3687,4874,0.37543
3687,5911,0.23245
3688,3934,0.60571
3688,4155,0.22673
3688,4303,0.20178
3688,4912,0.20911
3688,5378,0.20131
3689,5903,0.24743
3690,6072,0.21853
3692,4326,0.20249
3693,3722,0.21101
3693,4177,0.2371
3693,4853,0.20679
3693,5259,0.22399
3693,6174,0.22209
3694,5047,0.20345
3694,5538,0.21275
3694,5628,0.20994
3695,4413,0.21879
3695,5317,0.21297
3697,5360,0.24045
3697,5974,0.24647
3698,4691,0.21354
3698,5996,0.37708
3700,3701,0.20151
3700,4038,0.32471
3700,4189,0.34691
3700,4897,0.53533
3700,5096,0.20591
3700,5143,0.20624
3700,5514,0.2259
3701,3839,0.39562
3701,3909,0.30291
3701,3955,0.32514
3701,4208,0.30141
3701,4220,0.30807
3701,4271,0.29754
3701,4393,0.26775
3701,4453,0.31911
3701,4536,0.24708
3701,4568,0.38499
3701,4622,0.32827
3701,4631,0.50222
3701,4642,0.21037
3701,4706,0.26878
3701,4744,0.27766
3701,4803,0.26073
3701,4900,0.40517
3701,4969,0.3381
3701,5009,0.36767
3701,5042,0.28122
3701,5143,0.44271
3701,5154,0.29419
3701,5160,0.2202
3701,5241,0.29268
3701,5267,0.22176
3701,5576,0.48894
3701,5657,0.36245
3701,5688,0.21755
3701,5710,0.52721
3701,5884,0.35445
3701,5924,0.2564
3701,5944,0.33093
3701,6159,0.21836
3701,6202,0.23027
3701,6205,0.2749
3701,6207,0.24446
3702,4492,0.24502
3702,5570,0.24073
3704,5240,0.29175
3704,5294,0.2878
3704,5891,0.22399
3705,4874,0.21528
3705,5153,0.21555
3705,5326,0.24941
3706,3851,0.22935
3706,4342,0.34174
3706,4890,0.2146
3706,5448,0.20282
3706,5626,0.21914
3706,5959,0.21993
3706,6025,0.21965
3707,3978,0.32715
3707,4161,0.47347
3707,4414,0.36185
3707,5329,0.41148
3707,5527,0.30346
3707,5649,0.31084
3707,5742,0.25004
3707,5893,0.37494
3707,6082,0.37691
3708,5045,0.47364
3708,5544,0.20281
3709,3748,0.2414
3709,4114,0.2671
3709,4221,0.36482
3709,4284,0.22849
3709,4593,0.35326
3709,4634,0.20615
3709,4866,0.43444
3709,4903,0.50247
3709,4981,0.23303
3709,5057,0.35262
3709,5245,0.2428
3709,5351,0.30346
3709,5518,0.31474
3709,5665,0.26875
3709,5699,0.20506
3709,5869,0.31323
3709,5901,0.21166
3709,6051,0.45113
3709,6185,0.49019
3709,6216,0.25616
3709,6227,0.34012
3710,3795,0.20178
3710,3821,0.28296
3710,4022,0.36248
3710,4083,0.23415
3710,4215,0.35326
3710,4226,0.28386
3710,4294,0.20328
3710,4352,0.30587
3710,4357,0.27619
3710,4609,0.34229
3710,4842,0.25412
3710,4907,0.2998
3710,4971,0.45113
3710,5039,0.23144
3710,5090,0.24069
3710,5206,0.23784
3710,6092,0.67211
3711,4011,0.37094
3711,4598,0.30014
3711,4683,0.31344
3711,4984,0.36541
3711,5448,0.54061
3712,3836,0.27695
3712,4119,0.24737
3712,4139,0.26942
3712,4329,0.26213
3712,4439,0.35305
3712,4538,0.20872
3712,4577,0.25574
3712,4726,0.22311
3712,4758,0.2405
3712,4837,0.22793
3712,4875,0.29614
3712,4960,0.26563
3712,5051,0.20542
3712,5104,0.2126
3712,5317,0.23577
3712,5326,0.35262
3712,5379,0.2727
3712,5489,0.38306
3712,5577,0.27045
3712,5689,0.22624
3712,6126,0.22725
3715,3795,0.21832
3715,3803,0.20553
3715,3835,0.40709
3715,3928,0.29706
3715,3941,0.50576
3715,3946,0.33828
3715,4017,0.38091
3715,4233,0.57055
3715,4282,0.28783
3715,4419,0.49019
3715,4870,0.43829
3715,4943,0.46452
3715,5231,0.31594
3715,5496,0.58862
3715,5811,0.3553
3715,6064,0.21485
3716,5419,0.21597
3716,5759,0.2058
3717,5362,0.25451
3717,5819,0.22955
3717,5848,0.25211
3718,4619,0.21613
3721,5399,0.2508
3721,5494,0.20335
3721,5681,0.29913
3722,6174,0.61471
3722,6205,0.22421
3722,6215,0.27117
3723,4120,0.29846
3723,4196,0.21507
3723,5240,0.25104
3723,5604,0.21332
3723,5977,0.22226
3725,4070,0.22354
3725,5250,0.21076
3725,5472,0.20481
3725,5647,0.21749
3725,6220,0.20043
3727,6198,0.25465
3728,4616,0.24574
3728,4999,0.22389
3729,5083,0.23167
3729,5513,0.21193
3729,5794,0.20007
3729,6070,0.21371
3730,5967,0.21202
3731,3846,0.23108
3731,3926,0.21865
3731,4215,0.29072
3731,4227,0.20711
3731,4294,0.48278
3731,4358,0.20443
3731,4743,0.22758
3731,4752,0.2301
3731,4796,0.21309
3731,4848,0.22214
3731,5206,0.24172
3731,5378,0.21879
3731,5605,0.2241
3731,6191,0.33512
3732,3833,0.38204
3732,3853,0.24607
3732,3948,0.35442
3732,4130,0.30565
3732,4150,0.3594
3732,4380,0.22007
3732,4423,0.22821
3732,4462,0.27696
3732,4602,0.22894
3732,4603,0.35045
3732,5007,0.27701
3732,5047,0.22847
3732,5064,0.20385
3732,5071,0.25859
3732,5174,0.30669
3732,5190,0.22185
3732,5239,0.21714
3732,5333,0.25193
3732,5390,0.23983
3732,5393,0.2218
3732,5428,0.31099
3732,5456,0.28955
3732,5482,0.24895
3732,5486,0.22955
3732,5509,0.29906
3732,5607,0.36528
3732,5625,0.30177
3732,6168,0.20927
3733,4067,0.26421
3734,4738,0.21765
3734,5951,0.21173
3736,4240,0.26206
3736,4731,0.32107
3736,4894,0.20764
3736,5059,0.22274
3736,5947,0.25371
3737,5086,0.24645
3737,5747,0.2073
3738,4317,0.23808
3738,4687,0.34012
3738,4936,0.27808
3738,5022,0.38824
3738,5186,0.25986
3738,5235,0.33533
3738,5605,0.25843
3738,5783,0.21903
3740,6119,0.21401
3741,5486,0.21997
3742,6212,0.20728
3744,5952,0.24729
3744,6072,0.27145
3744,6199,0.25642
3745,4336,0.23326
3745,4718,0.22399
3746,3762,0.21702
3746,4453,0.23278
3746,4631,0.2884
3746,4940,0.29515
3747,3755,0.22914
3747,4253,0.24543
3747,4276,0.20818
3747,4804,0.20285
3747,4878,0.32817
3747,5525,0.23405
3748,4221,0.29237
3748,5699,0.21594
3748,6138,0.2084
3749,4013,0.29883
3749,4110,0.23673
3749,4825,0.21363
3749,4999,0.27813
3749,5377,0.20824
3749,5425,0.28783
3749,5742,0.23479
3749,5889,0.23737
3749,6059,0.23251
3750,4510,0.20274
3750,4924,0.28983
3751,3922,0.52976
3751,3990,0.30915
3751,4186,0.29494
3751,4446,0.50582
3751,4482,0.63862
3751,4545,0.22966
3753,4216,0.29664
3753,4956,0.21555
3753,5419,0.45012
3753,5937,0.23164
3754,4012,0.21213
3754,4315,0.27843
3754,4351,0.31949
3754,4692,0.24169
3754,5001,0.20178
3754,5374,0.21832
3754,5463,0.28385
3754,5756,0.21879
3754,5827,0.35158
3754,5898,0.43829
3754,5935,0.46712
3754,6084,0.30616
3754,6101,0.33578
3754,6126,0.26213
3755,3788,0.26424
3755,3983,0.27792
3755,4106,0.43064
3755,4688,0.22437
3755,4804,0.33438
3755,6015,0.36086
3755,6183,0.20114
3756,3815,0.33836
3756,3922,0.23221
3756,3990,0.20179
3756,5218,0.26495
3756,5486,0.22725
3759,4475,0.20437
3761,3825,0.42718
3761,3984,0.20191
3761,4209,0.22039
3761,4727,0.28975
3761,5044,0.22739
3761,5433,0.22443
3761,5532,0.2406
3761,5766,0.34004
3762,4631,0.23539
3762,4940,0.25135
3763,4075,0.22399
3763,4297,0.28684
3763,4441,0.23314
3763,4673,0.21909
3763,6077,0.26098
3766,5489,0.20052
3766,5891,0.26615
3767,4296,0.35219
3767,4355,0.3876
3767,4779,0.50655
3767,5034,0.50247
3767,5098,0.28248
3767,6052,0.33578
3767,6063,0.24709
3768,4003,0.21542
3768,4144,0.3295
3768,4498,0.23175
3768,4672,0.20748
3768,4901,0.20596
3768,5046,0.20924
3768,5237,0.2156
3768,5820,0.20158
3768,6181,0.32996
3770,3774,0.2434
3770,3897,0.25451
3770,4069,0.36122
3770,4355,0.20296
3770,5100,0.30617
3770,6052,0.30239
3770,6106,0.35158
3772,4384,0.24598
3772,5601,0.36012
3772,5746,0.20891
3772,5881,0.20657
3774,4069,0.23466
3774,4296,0.20927
3774,4328,0.25986
3774,4355,0.28783
3774,4663,0.2756
3774,4779,0.23981
3774,5034,0.22996
3774,6052,0.41545
3776,4585,0.23161
3777,4604,0.22184
3777,4890,0.37414
3777,5717,0.21523
3778,4217,0.20151
3778,4555,0.21726
3778,4999,0.20115
3778,5280,0.23286
3778,5377,0.20844
3778,5742,0.25653
3779,4619,0.28602
3779,5961,0.56132
3780,4339,0.2071
3780,5620,0.35735
3780,5714,0.21226
3783,4090,0.34203
3783,4554,0.34304
3783,4787,0.21619
3783,4816,0.21737
3783,5051,0.29178
3783,5058,0.34144
3783,5077,0.23238
3783,5196,0.20174
3783,5343,0.22113
3783,5368,0.2481
3783,5384,0.26333
3783,5392,0.28208
3783,5447,0.25698
3783,5569,0.2028
3783,5585,0.23448
3783,5734,0.23725
3783,5789,0.22005
3783,5976,0.22725
3783,6005,0.2143
3783,6108,0.26109
3784,4325,0.24327
3786,4127,0.43852
3787,4006,0.22959
3787,4166,0.23872
3787,4846,0.28538
3787,6039,0.22216
3787,6072,0.25524
3788,4253,0.2775
3788,4688,0.22767
3788,4804,0.3077
3788,4878,0.33448
3788,5601,0.21128
3790,4806,0.22725
3791,4226,0.21706
3791,4352,0.2514
3791,4521,0.22071
3791,4561,0.35196
3791,4609,0.24274
3791,4638,0.2369
3791,4836,0.30163
3791,5367,0.52133
3791,5557,0.24183
3791,5998,0.26264
3791,6031,0.26168
3792,3907,0.20296
3792,4009,0.27685
3792,5607,0.23784
3792,5942,0.23509
3793,4993,0.2166
3794,5437,0.24458
3794,5778,0.45196
3795,3835,0.38669
3795,3886,0.23804
3795,3928,0.46356
3795,3931,0.39269
3795,3941,0.28538
3795,3946,0.40643
3795,4017,0.35875
3795,4186,0.2513
3795,4233,0.22074
3795,4282,0.76977
3795,4419,0.32649
3795,4442,0.22646
3795,4596,0.29073
3795,4646,0.26461
3795,4815,0.24189
3795,4870,0.47513
3795,4920,0.20023
3795,4943,0.30432
3795,5039,0.27792
3795,5125,0.32752
3795,5172,0.46135
3795,5231,0.3292
3795,5325,0.49412
3795,5496,0.29335
3795,5508,0.67187
3795,5642,0.32176
3795,5736,0.20771
3795,5811,0.35688
3797,4339,0.26902
3797,4526,0.2353
3798,4172,0.22569
3798,4558,0.35637
3798,4594,0.2553
3798,4641,0.23417
3798,5007,0.24131
3798,5047,0.27283
3798,5071,0.3147
3798,5239,0.31844
3798,5313,0.38479
3798,5457,0.54863
3798,5486,0.44208
3798,5509,0.24818
3798,5637,0.20021
3798,5772,0.321
3799,5981,0.23797
3803,3835,0.21621
3803,3941,0.21073
3803,4017,0.20901
3803,4233,0.20811
3803,4943,0.2844
3803,5811,0.21788
3804,4346,0.22549
3805,4313,0.20799
3805,4624,0.3492
3805,4686,0.41802
3805,4858,0.31767
3805,4921,0.41802
3805,4929,0.23919
3805,5072,0.41668
3805,5086,0.23514
3805,5202,0.21213
3805,5537,0.2026
3805,5743,0.41545
3806,3811,0.23468
3806,3874,0.21068
3806,4362,0.29268
3806,4593,0.21832
3806,5245,0.21212
3806,5351,0.20584
3806,6230,0.20679
3809,5492,0.23346
3809,5548,0.21059
3809,5640,0.2103
3811,4258,0.22771
3811,5351,0.26878
3811,6051,0.21479
3812,4119,0.22224
3812,4125,0.45696
3812,4326,0.2111
3812,4382,0.20237
3812,4524,0.2424
3812,4837,0.22254
3812,5363,0.21164
3812,5489,0.2168
3812,6158,0.24995
3813,4267,0.35508
3813,4309,0.2644
3813,5260,0.21829
3813,5513,0.38592
3813,5794,0.2985
3815,3990,0.30264
3815,5355,0.21202
3815,5481,0.23965
3818,4065,0.28552
3818,4294,0.21951
3818,5036,0.21166
3818,5206,0.22401
3818,5394,0.3322
3818,6191,0.22093
3818,6209,0.39758
3820,3888,0.33466
3821,3848,0.32887
3821,3854,0.40241
3821,3926,0.24785
3821,4022,0.47203
3821,4083,0.3613
3821,4219,0.26777
3821,4226,0.30811
3821,4300,0.20205
3821,4352,0.3204
3821,4561,0.28408
3821,4609,0.30003
3821,4722,0.20366
3821,4750,0.20158
3821,4842,0.31608
3821,4907,0.70678
3821,4971,0.36455
3821,5039,0.22039
3821,5090,0.38747
3821,5206,0.26997
3821,5367,0.22
3821,5381,0.34012
3821,5557,0.28555
3821,5642,0.25542
3821,5930,0.28407
3821,5995,0.21438
3821,6031,0.22072
3821,6040,0.22752
3821,6092,0.36483
3822,5725,0.28042
3824,3993,0.20212
3825,4835,0.2018
3825,5044,0.30893
3825,5433,0.37025
3825,5532,0.22193
3825,6205,0.20542
3826,3990,0.25564
3826,4011,0.30751
3826,4683,0.28753
3826,4720,0.23422
3826,4984,0.30604
3826,5086,0.26116
3826,5119,0.60287
3826,5303,0.20119
3827,4551,0.39032
3827,6026,0.43937
3829,4193,0.20045
3829,5159,0.24327
3830,4127,0.34568
3832,5693,0.21496
3833,3853,0.20629
3833,3948,0.43392
3833,3976,0.26122
3833,4009,0.34779
3833,4130,0.42636
3833,4150,0.41925
3833,4603,0.27354
3833,4706,0.22725
3833,4771,0.22543
3833,4909,0.20404
3833,5007,0.30056
3833,5047,0.32376
3833,5064,0.27738
3833,5092,0.25973
3833,5174,0.24111
3833,5236,0.22854
3833,5239,0.20836
3833,5246,0.2001
3833,5313,0.22305
3833,5390,0.22445
3833,5393,0.23126
3833,5428,0.40275
3833,5456,0.32908
3833,5493,0.31823
3833,5509,0.43867
3833,5538,0.20712
3833,5607,0.40822
3833,5625,0.45553
3833,5628,0.29889
3833,5845,0.2173
3833,5873,0.2831
3833,5883,0.25503
3833,5942,0.43655
3833,5984,0.21496
3833,6143,0.2113
3833,6168,0.27407
3833,6187,0.20927
3833,6192,0.22233
3834,5339,0.20491
3835,3928,0.45008
3835,3931,0.34574
3835,3941,0.41545
3835,3946,0.43214
3835,4017,0.48787
3835,4233,0.3883
3835,4238,0.21228
3835,4282,0.41265
3835,4419,0.54074
3835,4596,0.26284
3835,4815,0.22329
3835,4870,0.23675
3835,4943,0.41457
3835,5172,0.59939
3835,5231,0.2379
3835,5325,0.40273
3835,5496,0.34605
3835,5508,0.39832
3835,5811,0.49441
3836,4125,0.24364
3836,4230,0.30618
3836,4326,0.22971
3836,4439,0.32283
3836,4524,0.24001
3836,4538,0.20565
3836,4570,0.22067
3836,4577,0.22742
3836,4837,0.27564
3836,4960,0.23461
3836,5489,0.29564
3836,5577,0.23425
3836,5689,0.26187
3839,3849,0.21597
3839,3909,0.32162
3839,3925,0.2526
3839,3955,0.31559
3839,4208,0.30886
3839,4271,0.25485
3839,4393,0.28026
3839,4453,0.30814
3839,4536,0.23658
3839,4568,0.39946
3839,4622,0.20793
3839,4631,0.45424
3839,4642,0.22876
3839,4685,0.20892
3839,4706,0.27594
3839,4744,0.21726
3839,4803,0.21213
3839,4845,0.20192
3839,4969,0.32491
3839,5009,0.40475
3839,5143,0.29489
3839,5154,0.23777
3839,5160,0.46736
3839,5241,0.39151
3839,5267,0.23118
3839,5538,0.20741
3839,5571,0.21082
3839,5576,0.34821
3839,5629,0.23945
3839,5657,0.35989
3839,5710,0.39292
3839,5884,0.39434
3839,5944,0.37858
3839,6159,0.25221
3839,6202,0.26013
3839,6205,0.28426
3840,3913,0.22996
3840,5628,0.23913
3841,4325,0.23528
3841,4537,0.37289
3841,4783,0.35074
3841,4799,0.28727
3841,5528,0.34737
3841,5975,0.25874
3843,4555,0.20662
3843,5364,0.20359
3844,3930,0.26329
3844,3953,0.42183
3844,4006,0.202
3844,4114,0.36676
3844,4221,0.21265
3844,4284,0.38395
3844,4459,0.21137
3844,4593,0.68877
3844,4634,0.34358
3844,4689,0.27127
3844,4696,0.3604
3844,4903,0.30617
3844,5057,0.35326
3844,5112,0.25373
3844,5145,0.26156
3844,5211,0.27279
3844,5245,0.2482
3844,5307,0.31868
3844,5365,0.23761
3844,5404,0.21993
3844,5490,0.332
3844,5518,0.322
3844,5665,0.29742
3844,5699,0.23206
3844,5855,0.31345
3844,5859,0.21077
3844,5885,0.22915
3844,5901,0.47014
3844,5982,0.21652
3844,6051,0.45113
3844,6118,0.28566
3844,6185,0.35262
3844,6227,0.35158
3846,3926,0.23086
3846,4294,0.3178
3846,4358,0.20539
3846,4395,0.22355
3846,4848,0.23948
3846,5206,0.2459
3846,5378,0.2998
3846,5532,0.20633
3846,6191,0.26365
3847,4011,0.25603
3847,4984,0.28538
3847,5318,0.20881
3847,5345,0.22725
3848,3926,0.35909
3848,3950,0.29545
3848,4022,0.34602
3848,4083,0.27245
3848,4189,0.30172
3848,4215,0.22908
3848,4223,0.29834
3848,4227,0.2081
